label,premise_clean,hypothesis_clean,premise_lemma,hypothesis_lemma,premise_pos,hypothesis_pos
neutral,A young boy is crawling through a white tube.,the tube is long,a young boy be crawl through a white tube .,the tube be long,DET ADJ NOUN AUX VERB ADP DET ADJ NOUN PUNCT,DET NOUN AUX ADJ
neutral,A couple of boys looking in a tan container while a man wearing a large hat and a woman wearing a plaid shirt look to the right.,Two boys look at a snake in the brown box while their parents turn their heads.,a couple of boy look in a tan container while a man wear a large hat and a woman wear a plaid shirt look to the right .,two boy look at a snake in the brown box while their parent turn their head .,DET NOUN ADP NOUN VERB ADP DET ADJ NOUN SCONJ DET NOUN VERB DET ADJ NOUN CCONJ DET NOUN VERB DET ADJ NOUN VERB ADP DET NOUN PUNCT,NUM NOUN VERB ADP DET NOUN ADP DET ADJ NOUN SCONJ PRON NOUN VERB PRON NOUN PUNCT
neutral,A man holds a guitar on a busy street while people look on.,The man is performing for some families.,a man hold a guitar on a busy street while people look on .,the man be perform for some family .,DET NOUN VERB DET NOUN ADP DET ADJ NOUN SCONJ NOUN VERB ADP PUNCT,DET NOUN AUX VERB ADP DET NOUN PUNCT
neutral,"A male and female fire performer, work their craft in front of an audience.",They may be juggling with fire.,"a male and female fire performer , work their craft in front of an audience .",they may be juggle with fire .,DET ADJ CCONJ ADJ NOUN NOUN PUNCT VERB PRON NOUN ADP NOUN ADP DET NOUN PUNCT,PRON AUX AUX VERB ADP NOUN PUNCT
neutral,A young woman with blue jeans and a black tank top is walking down the sidewalk screaming and clutching her chest.,The woman is having very bad chest pains.,a young woman with blue jean and a black tank top be walk down the sidewalk scream and clutch her chest .,the woman be have very bad chest pain .,DET ADJ NOUN ADP ADJ NOUN CCONJ DET ADJ NOUN NOUN AUX VERB ADP DET NOUN VERB CCONJ VERB PRON NOUN PUNCT,DET NOUN AUX VERB ADV ADJ NOUN NOUN PUNCT
neutral,A woman with a medical mask and white apron on looking through a camera to the right.,The woman is a lab assistant.,a woman with a medical mask and white apron on look through a camera to the right .,the woman be a lab assistant .,DET NOUN ADP DET ADJ NOUN CCONJ ADJ PROPN ADP VERB ADP DET NOUN ADP DET NOUN PUNCT,DET NOUN AUX DET NOUN NOUN PUNCT
neutral,A wedding couple are being photographed on a street corner amongst passersby and traffic.,A wedding couple are being photographed on a busy street corner amongst passersby and traffic.,a wedding couple be be photograph on a street corner amongst passersby and traffic .,a wedding couple be be photograph on a busy street corner amongst passersby and traffic .,DET NOUN NOUN AUX AUX VERB ADP DET NOUN NOUN ADP NOUN CCONJ NOUN PUNCT,DET NOUN NOUN AUX AUX VERB ADP DET ADJ NOUN NOUN ADP NOUN CCONJ NOUN PUNCT
neutral,A woman in a gray shirt is stretching in an outdoor park area.,The woman is relaxing.,a woman in a gray shirt be stretch in an outdoor park area .,the woman be relax .,DET NOUN ADP DET ADJ NOUN AUX VERB ADP DET ADJ NOUN NOUN PUNCT,DET NOUN AUX VERB PUNCT
neutral,Three children are in a room and one plays with a vacuum cleaner.,A vacuum cleaner catches the clothes of one of the children.,three child be in a room and one play with a vacuum cleaner .,a vacuum clean catch the clothe of one of the child .,NUM NOUN AUX ADP DET NOUN CCONJ NUM VERB ADP DET NOUN NOUN PUNCT,DET NOUN ADJ VERB DET NOUN ADP NUM ADP DET NOUN PUNCT
neutral,A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement.,A group is racing bicycles during a rainstorm.,a bunch of people in race gear and helmet racing bicycle around a corner on wet pavement .,a group be race bicycle during a rainstorm .,DET NOUN ADP NOUN ADP VERB NOUN CCONJ NOUN NOUN NOUN ADP DET NOUN ADP ADJ NOUN PUNCT,DET NOUN AUX VERB NOUN ADP DET NOUN PUNCT
neutral,People walking down the street at a fair.,People are walking and eating cotton candy at a fair.,people walk down the street at a fair .,people be walk and eat cotton candy at a fair .,NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,NOUN AUX VERB CCONJ VERB NOUN NOUN ADP DET NOUN PUNCT
neutral,A lady that has been performing on stage with a mic and guitar pauses to kiss the head of a child.,The lady is kissing her child.,a lady that have be perform on stage with a mic and guitar pause to kiss the head of a child .,the lady be kiss her child .,DET NOUN PRON AUX AUX VERB ADP NOUN ADP DET ADJ CCONJ NOUN VERB PART VERB DET NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB PRON NOUN PUNCT
neutral,A small boy wearing a diaper stands near the door and is covered in marker.,A boy is standing inside.,a small boy wear a diaper stand near the door and be cover in marker .,a boy be stand inside .,DET ADJ NOUN VERB DET NOUN VERB ADP DET NOUN CCONJ AUX VERB ADP NOUN PUNCT,DET NOUN AUX VERB ADV PUNCT
neutral,People gathered on the street smiling and waving.,the people were waiting for a parade,people gather on the street smile and wave .,the people be wait for a parade,NOUN VERB ADP DET NOUN VERB CCONJ VERB PUNCT,DET NOUN AUX VERB ADP DET NOUN
neutral,One woman in a green pants suit is speaking to another woman with glasses while both sit.,"The coworkers are on a break, chatting to relax, before going back to work.",one woman in a green pant suit be speak to another woman with glass while both sit .,"the coworker be on a break , chat to relax , before go back to work .",NUM NOUN ADP DET ADJ NOUN NOUN AUX VERB ADP DET NOUN ADP NOUN SCONJ DET VERB PUNCT,DET NOUN AUX ADP DET NOUN PUNCT VERB PART VERB PUNCT ADP VERB ADV ADP NOUN PUNCT
neutral,Five women and a man pose for a photograph near a purple bed.,A group of people are posing on a bed.,five woman and a man pose for a photograph near a purple bed .,a group of people be pose on a bed .,NUM NOUN CCONJ DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN ADP NOUN AUX VERB ADP DET NOUN PUNCT
neutral,This man is repairing the pipes.,Plumber repairing a broken sink pipe.,this man be repair the pipe .,plumber repair a break sink pipe .,DET NOUN AUX VERB DET NOUN PUNCT,PROPN VERB DET VERB NOUN NOUN PUNCT
neutral,two people walking through a sandy desert,the two people are in a sandy desert.,two people walk through a sandy desert,the two people be in a sandy desert .,NUM NOUN VERB ADP DET ADJ NOUN,DET NUM NOUN AUX ADP DET ADJ NOUN PUNCT
neutral,Members of a fraternal organization in a graveyard,Two Frat boys are looking for their lost frat brother who died at the party.,member of a fraternal organization in a graveyard,two frat boy be look for their lose frat brother who die at the party .,NOUN ADP DET ADJ NOUN ADP DET NOUN,NUM PROPN NOUN AUX VERB ADP PRON VERB ADJ NOUN PRON VERB ADP DET NOUN PUNCT
neutral,Three people stand close to three multicolored hot air balloons.,Three people are about to go on a hot air balloon ride.,three people stand close to three multicolore hot air balloon .,three people be about to go on a hot air balloon ride .,NUM NOUN VERB ADV ADP NUM VERB ADJ NOUN NOUN PUNCT,NUM NOUN AUX ADJ PART VERB ADP DET ADJ NOUN NOUN NOUN PUNCT
neutral,A blond woman is sitting by a tree while another person is riding a bike.,A woman sits by a tree with her dog while a biker rides by.,a blond woman be sit by a tree while another person be rid a bike .,a woman sit by a tree with her dog while a biker rid by .,DET ADJ NOUN AUX VERB ADP DET NOUN SCONJ DET NOUN AUX VERB DET NOUN PUNCT,DET NOUN VERB ADP DET NOUN ADP PRON NOUN SCONJ DET NOUN VERB ADP PUNCT
neutral,A construction worker wearing an orange hat and gray sweater is standing on top of a building re-roofing it.,A man standing on top of his and re-doing his own roof.,a construction worker wear an orange hat and gray sweater be stand on top of a building re - roof it .,a man stand on top of his and re - do his own roof .,DET NOUN NOUN VERB DET ADJ NOUN CCONJ ADJ NOUN AUX VERB ADP NOUN ADP DET NOUN NOUN VERB VERB PRON PUNCT,DET NOUN VERB ADP NOUN ADP PRON CCONJ VERB VERB VERB PRON ADJ NOUN PUNCT
neutral,A young boy smiling as he rides down an inflatable water slide.,A kid shows excitement during a trip to the water park.,a young boy smile as he rid down an inflatable water slide .,a kid show excitement during a trip to the water park .,DET ADJ NOUN VERB ADP PRON VERB ADP DET ADJ NOUN NOUN PUNCT,DET NOUN VERB NOUN ADP DET NOUN ADP DET NOUN NOUN PUNCT
neutral,"Two snowshoers are standing on a declining, snow-covered slope.",The snowshoers are very cold standing on the snow-covered slope.,"two snowshoer be stand on a decline , snow - cover slope .",the snowshoer be very cold stand on the snow - cover slope .,NUM NOUN AUX VERB ADP DET VERB PUNCT NOUN PUNCT VERB NOUN PUNCT,DET NOUN AUX ADV ADJ VERB ADP DET NOUN PUNCT VERB NOUN PUNCT
neutral,Number 15 football player is about to throw the ball to his teammate.,player 15 is a quarter back.,number 15 football player be about to throw the ball to his teammate .,player 15 be a quarter back .,NOUN NUM NOUN NOUN AUX ADJ PART VERB DET NOUN ADP PRON NOUN PUNCT,NOUN NUM AUX DET NOUN ADV PUNCT
neutral,A dog shakes off water.,a dog shaking because he is cold,a dog shake off water .,a dog shake because he be cold,DET NOUN VERB ADP NOUN PUNCT,DET NOUN VERB SCONJ PRON AUX ADJ
neutral,A store with pokemon items and pokemon balls in front of the registers.,The pokemon items are by the registers to encourage sales.,a store with pokemon item and pokemon ball in front of the register .,the pokemon item be by the register to encourage sale .,DET NOUN ADP NOUN NOUN CCONJ NOUN NOUN ADP NOUN ADP DET NOUN PUNCT,DET NOUN NOUN AUX ADP DET NOUN PART VERB NOUN PUNCT
neutral,People are standing on a street corner pointing.,People on a street corner point out which way the thief ran to a police officer.,people be stand on a street corner pointing .,people on a street corner point out which way the thief run to a police officer .,NOUN AUX VERB ADP DET NOUN NOUN NOUN PUNCT,NOUN ADP DET NOUN NOUN NOUN ADP DET NOUN DET NOUN VERB ADP DET NOUN NOUN PUNCT
neutral,One dog on the ground and another dog standing above it.,A dog growls at another dog on the ground.,one dog on the ground and another dog stand above it .,a dog growl at another dog on the ground .,NUM NOUN ADP DET NOUN CCONJ DET NOUN VERB ADP PRON PUNCT,DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT
neutral,A brown and white dog runs in a field of yellow flowers.,The dog is chasing someone.,a brown and white dog run in a field of yellow flower .,the dog be chase someone .,DET ADJ CCONJ ADJ NOUN VERB ADP DET NOUN ADP ADJ NOUN PUNCT,DET NOUN AUX VERB PRON PUNCT
neutral,A woman in striped tights is being guided with strings.,A woman is blind and is being led by strings.,a woman in striped tight be be guide with string .,a woman be blind and be be lead by string .,DET NOUN ADP ADJ NOUN AUX AUX VERB ADP NOUN PUNCT,DET NOUN AUX ADJ CCONJ AUX AUX VERB ADP NOUN PUNCT
neutral,A man on a motorcycle with no shirt on at a bike event.,A man riding a motorcycle.,a man on a motorcycle with no shirt on at a bike event .,a man rid a motorcycle .,DET NOUN ADP DET NOUN ADP DET NOUN ADP ADP DET NOUN NOUN PUNCT,DET NOUN VERB DET NOUN PUNCT
neutral,Two guys sorting through some items.,Two men going through a storage bin.,two guy sort through some item .,two man go through a storage bin .,NUM NOUN VERB ADP DET NOUN PUNCT,NUM NOUN VERB ADP DET NOUN NOUN PUNCT
neutral,A man is standing on an icy street with a building beside him.,A man standing outside in the snow on an icy street next to a building.,a man be stand on an icy street with a building beside he .,a man stand outside in the snow on an icy street next to a building .,DET NOUN AUX VERB ADP DET ADJ NOUN ADP DET NOUN ADP PRON PUNCT,DET NOUN VERB ADV ADP DET NOUN ADP DET ADJ NOUN ADV ADP DET NOUN PUNCT
neutral,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,A woman demonstrates hand-spinning at a Scottish festival.,middle - aged woman in a sweater and white apron be use a spin wheel with a second spin wheel in the foreground .,a woman demonstrate hand - spinning at a scottish festival .,ADJ PUNCT ADJ NOUN ADP DET NOUN CCONJ ADJ PROPN AUX VERB DET VERB NOUN ADP DET ADJ VERB NOUN ADP DET NOUN PUNCT,DET NOUN VERB NOUN PUNCT NOUN ADP DET ADJ NOUN PUNCT
neutral,Two young boys wearing pirate hats are crouching down.,The two boys are hiding.,two young boy wear pirate hat be crouch down .,the two boy be hide .,NUM ADJ NOUN VERB NOUN NOUN AUX VERB ADP PUNCT,DET NUM NOUN AUX VERB PUNCT
neutral,People at work landscaping an area.,People working for free.,people at work landscape an area .,people work for free .,NOUN ADP NOUN VERB DET NOUN PUNCT,NOUN VERB ADP ADJ PUNCT
neutral,The boat is white,The boat is painted,the boat be white,the boat be paint,DET NOUN AUX ADJ,DET NOUN AUX VERB
neutral,A man in red swim trunks is in midair above the people in the water below.,He is wearing green swim trunks is in midair above the people in the water below.,a man in red swim trunk be in midair above the people in the water below .,he be wear green swim trunk be in midair above the people in the water below .,DET NOUN ADP ADJ NOUN NOUN AUX ADP NOUN ADP DET NOUN ADP DET NOUN ADV PUNCT,PRON AUX VERB ADJ NOUN NOUN AUX ADP NOUN ADP DET NOUN ADP DET NOUN ADV PUNCT
neutral,A construction worker in a orange vest is grouting tile on a wall.,A tall worker.,a construction worker in a orange vest be grout tile on a wall .,a tall worker .,DET NOUN NOUN ADP DET ADJ NOUN AUX VERB NOUN ADP DET NOUN PUNCT,DET ADJ NOUN PUNCT
neutral,"A man in a blue shirt, cowboy hat and a cross neckless walking in front of a carnival or amusement park ride.",A man is at a carnival with his kids.,"a man in a blue shirt , cowboy hat and a cross neckless walk in front of a carnival or amusement park ride .",a man be at a carnival with his kid .,DET NOUN ADP DET ADJ NOUN PUNCT NOUN PROPN CCONJ DET NOUN NOUN VERB ADP NOUN ADP DET NOUN CCONJ NOUN NOUN NOUN PUNCT,DET NOUN AUX ADP DET NOUN ADP PRON NOUN PUNCT
neutral,"A band consisting of a guitar payer, banjo player, and accordion player, performs as a group of middle-aged people dance on the dance floor.",The band is performing at a hospital benefit.,"a band consist of a guitar payer , banjo player , and accordion player , perform as a group of middle - aged people dance on the dance floor .",the band be perform at a hospital benefit .,DET NOUN VERB ADP DET NOUN NOUN PUNCT NOUN NOUN PUNCT CCONJ ADJ NOUN PUNCT VERB ADP DET NOUN ADP ADJ PUNCT ADJ NOUN VERB ADP DET NOUN NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN NOUN PUNCT
neutral,Two men in a boat are casting a yellow net into the water,The men are trying to catch shrimp.,two man in a boat be cast a yellow net into the water,the man be try to catch shrimp .,NUM NOUN ADP DET NOUN AUX VERB DET ADJ NOUN ADP DET NOUN,DET NOUN AUX VERB PART VERB NOUN PUNCT
neutral,Two men are jumping outside on concrete.,Two men are jumping outside on broken concrete.,two man be jump outside on concrete .,two man be jump outside on broken concrete .,NUM NOUN AUX VERB ADV ADP NOUN PUNCT,NUM NOUN AUX VERB ADV ADP ADJ NOUN PUNCT
neutral,A baseball player is holding a bat.,The man will hit a ball.,a baseball player be hold a bat .,the man will hit a ball .,DET NOUN NOUN AUX VERB DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
neutral,An artist in an gray t-shirt is carving on his white serpentine shaped sculpture.,An artist is preparing for an upcoming show,an artist in an gray t - shirt be carve on his white serpentine shape sculpture .,an artist be prepare for an upcoming show,DET NOUN ADP DET ADJ NOUN PUNCT NOUN AUX VERB ADP PRON ADJ ADJ VERB NOUN PUNCT,DET NOUN AUX VERB ADP DET ADJ NOUN
neutral,Two men in hats and orange uniforms are shoveling snow.,The gentlement are about to complete their icy task.,two man in hat and orange uniform be shovel snow .,the gentlement be about to complete their icy task .,NUM NOUN ADP NOUN CCONJ ADJ NOUN AUX VERB NOUN PUNCT,DET NOUN AUX ADJ PART VERB PRON ADJ NOUN PUNCT
neutral,A person climbing a large moss-covered rock,A guy wants to get on top of a rock in order to get a better view.,a person climb a large moss - cover rock,a guy want to get on top of a rock in order to get a well view .,DET NOUN VERB DET ADJ NOUN PUNCT VERB NOUN,DET NOUN VERB PART VERB ADP NOUN ADP DET NOUN ADP NOUN PART VERB DET ADJ NOUN PUNCT
neutral,The blue vehicle has a lot of cargo stacked on the roof.,The vehicle has a luggage rack,the blue vehicle have a lot of cargo stack on the roof .,the vehicle have a luggage rack,DET ADJ NOUN AUX DET NOUN ADP NOUN VERB ADP DET NOUN PUNCT,DET NOUN AUX DET NOUN NOUN
neutral,a woman painting her toenails red on the couch,The woman is in the process of giving herself a complete pedicure.,a woman paint her toenail red on the couch,the woman be in the process of give herself a complete pedicure .,DET NOUN VERB PRON NOUN ADJ ADP DET NOUN,DET NOUN AUX ADP DET NOUN ADP VERB PRON DET ADJ NOUN PUNCT
neutral,Hamilton football player makes a hard cut.,A player makes an easy cut.,hamilton football player make a hard cut .,a player make an easy cut .,PROPN NOUN NOUN VERB DET ADJ NOUN PUNCT,DET NOUN VERB DET ADJ NOUN PUNCT
neutral,Group of children in the street.,The children are playing a game.,group of child in the street .,the child be play a game .,PROPN ADP NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB DET NOUN PUNCT
neutral,A young girl places a small picture into a foam backing.,A young girl frames her art into a foam backing.,a young girl place a small picture into a foam backing .,a young girl frame her art into a foam backing .,DET ADJ NOUN VERB DET ADJ NOUN ADP DET ADJ NOUN PUNCT,DET ADJ NOUN VERB PRON NOUN ADP DET ADJ NOUN PUNCT
neutral,A skier midair during what appears to be a daring flip on a sunny ski slope.,A skier performs a flip in a stunt competition.,a skier midair during what appear to be a daring flip on a sunny ski slope .,a skier perform a flip in a stunt competition .,DET ADJ NOUN ADP PRON VERB PART AUX DET ADJ NOUN ADP DET ADJ NOUN NOUN PUNCT,DET NOUN VERB DET NOUN ADP DET NOUN NOUN PUNCT
neutral,A young girl with light brown hair is opening a present with the help of an older boy with darker brown hair.,A young girl with light brown hair is wrapping a present with the help of an older boy with darker brown hair.,a young girl with light brown hair be open a present with the help of an old boy with dark brown hair .,a young girl with light brown hair be wrap a present with the help of an old boy with dark brown hair .,DET ADJ NOUN ADP ADJ ADJ NOUN AUX VERB DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADP ADJ ADJ NOUN PUNCT,DET ADJ NOUN ADP ADJ ADJ NOUN AUX VERB DET NOUN ADP DET NOUN ADP DET ADJ NOUN ADP ADJ ADJ NOUN PUNCT
neutral,The woman is preparing a sandwich for a customer.,The woman puts ham on the sandwich.,the woman be prepare a sandwich for a customer .,the woman put ham on the sandwich .,DET NOUN AUX VERB DET NOUN ADP DET NOUN PUNCT,DET NOUN VERB NOUN ADP DET NOUN PUNCT
neutral,Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,Five men wearing black shorts leaving the track.,five man wear black short be leave the starting block in a track competition with few spectator .,five man wear black short leave the track .,NUM NOUN VERB ADJ NOUN AUX VERB DET NOUN NOUN ADP DET NOUN NOUN ADP ADJ NOUN PUNCT,NUM NOUN VERB ADJ NOUN VERB DET NOUN PUNCT
neutral,a man standing in the door of a laundry mat.,A man waits for his clothes to dry.,a man stand in the door of a laundry mat .,a man wait for his clothe to dry .,DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN VERB ADP PRON NOUN PART VERB PUNCT
neutral,Two women and a man are wearing medieval blue and gold robes and red hats are playing wind and brass instruments.,There are two women wearing medieval blue and gold robes at the renaissance fair.,two woman and a man be wear medieval blue and gold robe and red hat be play wind and brass instrument .,there be two woman wear medieval blue and gold robe at the renaissance fair .,NUM NOUN CCONJ DET NOUN AUX VERB ADJ ADJ CCONJ NOUN NOUN CCONJ ADJ NOUN AUX VERB NOUN CCONJ NOUN NOUN PUNCT,PRON AUX NUM NOUN VERB ADJ ADJ CCONJ NOUN NOUN ADP DET NOUN ADJ PUNCT
neutral,My date is not coming on time.,date doesnt like him,my date be not come on time .,date do not like he,PRON NOUN AUX PART VERB ADP NOUN PUNCT,NOUN AUX PART VERB PRON
neutral,a young boy runs for the pond.,The pond is full of frogs,a young boy run for the pond .,the pond be full of frog,DET ADJ NOUN VERB ADP DET NOUN PUNCT,DET NOUN AUX ADJ ADP NOUN
neutral,A white and black dog is jumping into a pool.,A dog playing with other dogs at the pool.,a white and black dog be jump into a pool .,a dog play with other dog at the pool .,DET ADJ CCONJ ADJ NOUN AUX VERB ADP DET NOUN PUNCT,DET NOUN VERB ADP ADJ NOUN ADP DET NOUN PUNCT
neutral,A newsstand clerk is surrounded by her colorful merchandise.,The store was ready to open for business.,a newsstand clerk be surround by her colorful merchandise .,the store be ready to open for business .,DET NOUN NOUN AUX VERB ADP PRON ADJ NOUN PUNCT,DET NOUN AUX ADJ PART VERB ADP NOUN PUNCT
neutral,A man is stretching on a walkway next to a bridge.,He stretches before continuing on his run.,a man be stretch on a walkway next to a bridge .,he stretch before continue on his run .,DET NOUN AUX VERB ADP DET NOUN ADV ADP DET NOUN PUNCT,PRON VERB ADP VERB ADP PRON NOUN PUNCT
neutral,Four women interact at a conference.,A meeting room is nearby.,four woman interact at a conference .,a meeting room be nearby .,NUM NOUN VERB ADP DET NOUN PUNCT,DET NOUN NOUN AUX ADV PUNCT
neutral,A man playing ball at sunset.,A man is playing by himself.,a man play ball at sunset .,a man be play by himself .,DET NOUN VERB NOUN ADP NOUN PUNCT,DET NOUN AUX VERB ADP PRON PUNCT
neutral,A large gathering of people partying on boats.,The people are drunk.,a large gathering of people party on boat .,the people be drunk .,DET ADJ NOUN ADP NOUN VERB ADP NOUN PUNCT,DET NOUN AUX ADJ PUNCT
neutral,"A woman in a pick shirt is holding a shovel near a woman in brown sweeping, while a third woman sits on a stoop.","Three ladies are working, hanging out and getting drunk.","a woman in a pick shirt be hold a shovel near a woman in brown sweeping , while a third woman sit on a stoop .","three lady be work , hang out and get drunk .",DET NOUN ADP DET NOUN NOUN AUX VERB DET NOUN ADP DET NOUN ADP ADJ NOUN PUNCT SCONJ DET ADJ NOUN VERB ADP DET NOUN PUNCT,NUM NOUN AUX VERB PUNCT VERB ADV CCONJ VERB ADJ PUNCT
neutral,A person reads a paper with two people standing next to her in front of a group.,A person reads a speech while two people and group look on.,a person read a paper with two people stand next to she in front of a group .,a person read a speech while two people and group look on .,DET NOUN VERB DET NOUN ADP NUM NOUN VERB ADV ADP PRON ADP NOUN ADP DET NOUN PUNCT,DET NOUN VERB DET NOUN SCONJ NUM NOUN CCONJ NOUN VERB ADP PUNCT
neutral,Three football players are in action on the field,Three football players are actively playing defense in a game.,three football player be in action on the field,three football player be actively play defense in a game .,NUM NOUN NOUN AUX ADP NOUN ADP DET NOUN,NUM NOUN NOUN AUX ADV VERB NOUN ADP DET NOUN PUNCT
neutral,The silhouette of a person jumping in the air during a sunset.,A girl is jumping on a trampoline late in the evening.,the silhouette of a person jump in the air during a sunset .,a girl be jump on a trampoline late in the evening .,DET NOUN ADP DET NOUN VERB ADP DET NOUN ADP DET NOUN PUNCT,DET NOUN AUX VERB ADP DET NOUN ADV ADP DET NOUN PUNCT
neutral,A person wearing a red coat snowboards down a snowy hill.,A person is happily wearing a red coat,a person wear a red coat snowboard down a snowy hill .,a person be happily wear a red coat,DET NOUN VERB DET ADJ NOUN NOUN ADP DET X NOUN PUNCT,DET NOUN AUX ADV VERB DET ADJ NOUN
neutral,Children in a green classroom are raising their hands.,Children are raising their hands in a green classroom to protest the ugly color.,child in a green classroom be raise their hand .,child be raise their hand in a green classroom to protest the ugly color .,NOUN ADP DET ADJ NOUN AUX VERB PRON NOUN PUNCT,NOUN AUX VERB PRON NOUN ADP DET ADJ NOUN PART VERB DET ADJ NOUN PUNCT
neutral,"Small boy reaching for blue bar in play area, another child in background.",Some children are using a jungle gym.,"small boy reach for blue bar in play area , another child in background .",some child be use a jungle gym .,ADJ NOUN VERB ADP ADJ NOUN ADP NOUN NOUN PUNCT DET NOUN ADP NOUN PUNCT,DET NOUN AUX VERB DET NOUN NOUN PUNCT
neutral,A person is being lifted out of the water with an old lifter.,A person is being lifted out of the water with an old lifter because the boat capsized,a person be be lift out of the water with an old lifter .,a person be be lift out of the water with an old lifter because the boat capsize,DET NOUN AUX AUX VERB ADP ADP DET NOUN ADP DET ADJ NOUN PUNCT,DET NOUN AUX AUX VERB ADP ADP DET NOUN ADP DET ADJ NOUN SCONJ DET NOUN VERB
neutral,A red tree standing in front of a white building with a white Range Rover parked beneath it.,A man has parked his Range Rover and gone inside the house.,a red tree stand in front of a white building with a white range rover park beneath it .,a man have park his range rover and go inside the house .,DET ADJ NOUN VERB ADP NOUN ADP DET ADJ NOUN ADP DET ADJ PROPN PROPN VERB ADP PRON PUNCT,DET NOUN AUX VERB PRON PROPN PROPN CCONJ VERB ADP DET NOUN PUNCT
neutral,Children playing different instruments.,Two children play the oboe.,child play different instrument .,two child play the oboe .,NOUN VERB ADJ NOUN PUNCT,NUM NOUN VERB DET NOUN PUNCT
neutral,A blond man puts up a tent.,A man pitches a tent on the beach.,a blond man put up a tent .,a man pitch a tent on the beach .,DET ADJ NOUN VERB ADP DET NOUN PUNCT,DET NOUN VERB DET NOUN ADP DET NOUN PUNCT
neutral,A barefooted man with no shirt on is playing a guitar.,A man with no shirt playing music for money on a street corner.,a barefooted man with no shirt on be play a guitar .,a man with no shirt play music for money on a street corner .,DET ADJ NOUN ADP DET NOUN ADP AUX VERB DET NOUN PUNCT,DET NOUN ADP DET NOUN VERB NOUN ADP NOUN ADP DET NOUN NOUN PUNCT
neutral,A female wear a headdress is weaving a rug.,A female in a headdress is sewing a rug to sell at the market,a female wear a headdress be weave a rug .,a female in a headdress be sew a rug to sell at the market,DET ADJ NOUN DET NOUN AUX VERB DET NOUN PUNCT,DET NOUN ADP DET NOUN AUX VERB DET NOUN PART VERB ADP DET NOUN
neutral,A man holds a baby who is holding eyeglasses.,A man holds a baby who is holding eyeglasses as he rocks the baby to sleep,a man hold a baby who be hold eyeglass .,a man hold a baby who be hold eyeglass as he rock the baby to sleep,DET NOUN VERB DET NOUN PRON AUX VERB NOUN PUNCT,DET NOUN VERB DET NOUN PRON AUX VERB NOUN ADP PRON VERB DET NOUN PART VERB
neutral,A woman with short blond-hair holds her violin and bow.,A teacher is showing her class an instrument.,a woman with short blond - hair hold her violin and bow .,a teacher be show her class an instrument .,DET NOUN ADP ADJ NOUN PUNCT NOUN VERB PRON NOUN CCONJ NOUN PUNCT,DET NOUN AUX VERB PRON NOUN DET NOUN PUNCT
neutral,Two gentleman standing outside a Smoothies& Bubble Tea vendor.,Two man standing outside a smoothies&bubble tea vendor while a girl passed by,two gentleman stand outside a smoothies & bubble tea vendor .,two man stand outside a smoothies&bubble tea vendor while a girl pass by,NUM NOUN VERB ADP DET PROPN CCONJ PROPN PROPN NOUN PUNCT,NUM NOUN VERB ADP DET ADJ NOUN NOUN SCONJ DET NOUN VERB ADP
neutral,A girl in a very short black dress and tall black boots standing in front of a table with jewelry for sale.,The girl is selling jewelry.,a girl in a very short black dress and tall black boot stand in front of a table with jewelry for sale .,the girl be sell jewelry .,DET NOUN ADP DET ADV ADJ ADJ NOUN CCONJ ADJ ADJ NOUN VERB ADP NOUN ADP DET NOUN ADP NOUN ADP NOUN PUNCT,DET NOUN AUX VERB NOUN PUNCT
neutral,"A man in a leather apron who appears to be a blacksmith holds up a glowing hot piece of iron which he is working on with the hammer in his right hand, the forge fire conspicuous in the background.",a blacksmith is making a sword,"a man in a leather apron who appear to be a blacksmith hold up a glowing hot piece of iron which he be work on with the hammer in his right hand , the forge fire conspicuous in the background .",a blacksmith be make a sword,DET NOUN ADP DET NOUN NOUN PRON VERB PART AUX DET PROPN VERB ADP DET ADJ ADJ NOUN ADP NOUN DET PRON AUX VERB ADP ADP DET NOUN ADP PRON ADJ NOUN PUNCT DET NOUN NOUN ADJ ADP DET NOUN PUNCT,DET PROPN AUX VERB DET NOUN
neutral,An older man in a black hat and red shirt is talking with a woman.,The woman is his daughter,an old man in a black hat and red shirt be talk with a woman .,the woman be his daughter,DET ADJ NOUN ADP DET ADJ NOUN CCONJ ADJ NOUN AUX VERB ADP DET NOUN PUNCT,DET NOUN AUX PRON NOUN
neutral,Two men play the violin with a blurred music stand and another violinist's hand in the foreground.,the men are musiciians,two man play the violin with a blurred music stand and another violinist 's hand in the foreground .,the man be musiciian,NUM NOUN VERB DET NOUN ADP DET ADJ NOUN NOUN CCONJ DET NOUN PART NOUN ADP DET NOUN PUNCT,DET NOUN AUX NOUN
