label,premise,hypothesis
neutral,A boy is blowing bubbles,A boy is outside having fun
neutral,A man is riding a bicycle through a city.,The man is mean
neutral,Three happy boys wearing blue bathing suits hold hands as they jump into an outdoors swimming pool.,Three boys are about to canonball into a pool
neutral,An excited boy plays in the bucket of a piece of construction equipment.,A machine is nearby.
neutral,A group of bike riders with helmets riding on a street.,a biker gang looking for trouble
neutral,Two guys in red jackets are riding bikes next to two identical tan cars.,Two guys are riding dirt bikes near two sedans.
neutral,Someone is climbing vertically a wall of ice.,someone is trying to save his brother
neutral,People walk on a metropolitan sidewalk in front of a bar and grill.,Some people walking near restaurant.
neutral,A group a people walk around the corner near a brick building.,A group of people are heading into a building.
neutral,"One man is playing a guitar, another is playing the keyboard and the last is playing a trumpet.",A band is playing.
neutral,A man in an orange shirt and hat looks on while a young child walks in the grass.,The man knows the child..
neutral,A person is flying with a yellow parachute above a green building.,A person is happily flying
neutral,A little girl in a purple shirt is raking leaves.,The girl is being punished
neutral,Male street artist painting a portrait.,An artist is painting outside.
neutral,A group of guests in a tent.,A bunch of people in a tent are eating.
neutral,Two young girls walking down a busy city street.,there are some people outside.
neutral,A man in black is applauding a runner wearing a red jersey and the number 281.,The man knows the runner
neutral,Three guys playing golf along a body of water.,Three men compete for the US Open.
neutral,A boy is holding a tennis racket high.,A boy prepares for the next serve in a tennis match
neutral,"Two African American women without helmets are riding on a scooter, the passenger is waving to the camera.",The scooter is red.
neutral,Two men resting uptop a snowy mountain.,Two men take a break from hiking.
neutral,A dog lies on his back near a child reading a book.,A child's pet is sleeping nearby.
neutral,A woman waving at the camera and smiling.,A woman smiles after passing her test.
neutral,Two men riding on a motorbike in an Asian community.,Two men are Asian.
neutral,"A woman in a brown coat, holding a ferret.",The ferret is alive.
neutral,A person is riding in a canoe on a lake next to green trees.,The woman paddled slowly.
neutral,A young girl in a blue and pink bathing suit runs around a pool.,She is being chased by the family lab around the pool
neutral,"a man is riding a bicycle that has been adjusted from its original style, by replacing many parts of the bike with odd parts.",A man is competing in an experiment about bicycle innovation.
neutral,"Two older women, one on a bicycle talking in front of a sign in a city with an older gentleman looking on.",A group of older people touring the city.
neutral,large man in black shirt next to police officer walking away from man in blue shirt and backpack,A police officer is arresting someone.
neutral,"A small smiling child huddled into the chest of an older man wearing orange, who is also smiling.",The child is wearing shorts.
neutral,Two dogs with the same coloring look like they are going to bite each other in the face.,Two dogs are trying to bite one another.
neutral,A man wearing a blue coat with yellow stripes is sitting in an airplane that is taking off.,A man is flying to Las Vegas on southwest airlines.
neutral,"Two people wearing blue, red, and white football uniforms crouched over as though in play.",Two people play football together.
neutral,Two middle-aged construction workers are jackhammering.,Two women are doing construction work.
neutral,A woman dancing with a bottle of water to the band playing behind her.,A singer dances and sips water in between singing verses.
neutral,Two men are enjoying in the beach.,Two men are lying in the sun on the beach.
neutral,Two pretty women in the street.,Two beautiful sisters are going to lunch.
neutral,There is a black dog jumping across sand.,dog chasing his owner
neutral,"An old woman is sitting on a bench, while behind her a limo pulls up and two people in white are walking by.",a woman fails to notice a celebrity in a limo
neutral,Two yellow labs are playing in the snow.,Two dogs play on the hillside in the snow.
neutral,A dark-skinned man drags a cart with a couple and a child inside in the outskirts of a town.,A man is giving a family a tour of the city in a cart he is pulling.
neutral,Two mountaineers are looking ahead on a snowy trail.,Two people are planning their hiking trip for next week.
neutral,Two men skateboarding in the forest.,Two men skateboard for their new video in the forest
neutral,Two boys are playing in a sprinkler.,Two kids are getting soaking wet.
neutral,A male with a hat is juggling four balls.,A man dressed up with a hat performs a juggling act for his audience.
neutral,A woman serving another woman that is waiting in line.,The woman is a server.
neutral,A man in a black shirt playing guitar in a band.,The lead guitarist of a major band warms up with the other members.
neutral,Two Caucasian men in collared shirts sit in red chairs.,The two white men are wearing blue collared shirts.
neutral,A woman with dark hair and a white shirt sitting at a table holding a young child with shorts and no shirt.,The woman dyed her hair.
neutral,A woman is walking down the street with a black umbrella over her.,woman walking down the street with an umbrella
neutral,Two construction workers on top of a house building a roof.,Two workers on top of a house building a roof while roasting in the sun.
neutral,A woman is talking on her cellphone.,A woman talking to her boyfriend on her cellphone.
neutral,Five people playing string instruments in public.,A string quintet performs classical music outdoors.
neutral,A young girl looks over a crib railing at a baby sleeping in the crib.,The girl is singing a lullaby to the baby as it sleeps
neutral,A man with bottles is using a pay phone on city street.,man calls wife
neutral,A whole bunch of people in church.,The people are at a wedding.
neutral,A young girls hair is getting braided with golden beads by someone with blue beards in their hair.,"The girl's mother does her hair the way hers is done, because the daughter wants to be like mommy."
neutral,Three men are gathering next to a blue tractor in a warehouse.,meeting taking place next to a tractor
neutral,A medium sized brown dog is running through an open white wooded area.,An elderly dog chases a cat into the woods.
neutral,A female drawing a picture on the ground.,An artist is sketching an idea in the dirt.
neutral,"Four men are working with scaffolding, two have red coats.",Some builders finish the third floor of a building.
neutral,A woman is checking a man's blood pressure at home.,A nurse visits the man's home daily to help him check his vitals.
neutral,An older woman walks in the rain holding a red umbrella over her.,The old lady is getting all wet.
neutral,Two young girls in purple are leaning against a large tree.,Two sisters are taking a break from raking the yard.
neutral,Two elderly ladies sitting on a couch.,Two women having a conversation.
neutral,African american playing keyboard wearing a gold watch,The person got the watch as a gift.
neutral,Two teenagers wearing sunglasses are reading newspapers.,"Two teenagers sit outdoors, tanning and reading the news."
neutral,A smiling woman wearing a purple shirt is running in a marathon.,A woman won the marathon and is smiling with her husband
neutral,A man helping an older woman to the top of a sand dune.,The man is helping the lady up.
neutral,A shirtless male runner with long red-hair flexing.,Someone has shoulder-length hair.
neutral,A young boy is kneeling on a white floor next to an orange cloth.,A boy is kneeling and praying.
neutral,A young boy is crawling through a white tube.,the tube is long
neutral,A couple of boys looking in a tan container while a man wearing a large hat and a woman wearing a plaid shirt look to the right.,Two boys look at a snake in the brown box while their parents turn their heads.
neutral,A man holds a guitar on a busy street while people look on.,The man is performing for some families.
neutral,"A male and female fire performer, work their craft in front of an audience.",They may be juggling with fire.
neutral,A young woman with blue jeans and a black tank top is walking down the sidewalk screaming and clutching her chest.,The woman is having very bad chest pains.
neutral,A woman with a medical mask and white apron on looking through a camera to the right.,The woman is a lab assistant.
neutral,A wedding couple are being photographed on a street corner amongst passersby and traffic.,A wedding couple are being photographed on a busy street corner amongst passersby and traffic.
neutral,A woman in a gray shirt is stretching in an outdoor park area.,The woman is relaxing.
neutral,Three children are in a room and one plays with a vacuum cleaner.,A vacuum cleaner catches the clothes of one of the children.
neutral,A bunch of people in racing gear and helmets racing bicycles around a corner on wet pavement.,A group is racing bicycles during a rainstorm.
neutral,People walking down the street at a fair.,People are walking and eating cotton candy at a fair.
neutral,A lady that has been performing on stage with a mic and guitar pauses to kiss the head of a child.,The lady is kissing her child.
neutral,A small boy wearing a diaper stands near the door and is covered in marker.,A boy is standing inside.
neutral,People gathered on the street smiling and waving.,the people were waiting for a parade
neutral,One woman in a green pants suit is speaking to another woman with glasses while both sit.,"The coworkers are on a break, chatting to relax, before going back to work."
neutral,Five women and a man pose for a photograph near a purple bed.,A group of people are posing on a bed.
neutral,This man is repairing the pipes.,Plumber repairing a broken sink pipe.
neutral,two people walking through a sandy desert,the two people are in a sandy desert.
neutral,Members of a fraternal organization in a graveyard,Two Frat boys are looking for their lost frat brother who died at the party.
neutral,Three people stand close to three multicolored hot air balloons.,Three people are about to go on a hot air balloon ride.
neutral,A blond woman is sitting by a tree while another person is riding a bike.,A woman sits by a tree with her dog while a biker rides by.
neutral,A construction worker wearing an orange hat and gray sweater is standing on top of a building re-roofing it.,A man standing on top of his and re-doing his own roof.
neutral,A young boy smiling as he rides down an inflatable water slide.,A kid shows excitement during a trip to the water park.
neutral,"Two snowshoers are standing on a declining, snow-covered slope.",The snowshoers are very cold standing on the snow-covered slope.
neutral,Number 15 football player is about to throw the ball to his teammate.,player 15 is a quarter back.
neutral,A dog shakes off water.,a dog shaking because he is cold
neutral,A store with pokemon items and pokemon balls in front of the registers.,The pokemon items are by the registers to encourage sales.
neutral,People are standing on a street corner pointing.,People on a street corner point out which way the thief ran to a police officer.
neutral,One dog on the ground and another dog standing above it.,A dog growls at another dog on the ground.
neutral,A brown and white dog runs in a field of yellow flowers.,The dog is chasing someone.
neutral,A woman in striped tights is being guided with strings.,A woman is blind and is being led by strings.
neutral,A man on a motorcycle with no shirt on at a bike event.,A man riding a motorcycle.
neutral,Two guys sorting through some items.,Two men going through a storage bin.
neutral,A man is standing on an icy street with a building beside him.,A man standing outside in the snow on an icy street next to a building.
neutral,Middle-aged woman in a sweater and white apron is using a spinning wheel with a second spinning wheel in the foreground.,A woman demonstrates hand-spinning at a Scottish festival.
neutral,Two young boys wearing pirate hats are crouching down.,The two boys are hiding.
neutral,People at work landscaping an area.,People working for free.
neutral,The boat is white,The boat is painted
neutral,A man in red swim trunks is in midair above the people in the water below.,He is wearing green swim trunks is in midair above the people in the water below.
neutral,A construction worker in a orange vest is grouting tile on a wall.,A tall worker.
neutral,"A man in a blue shirt, cowboy hat and a cross neckless walking in front of a carnival or amusement park ride.",A man is at a carnival with his kids.
neutral,"A band consisting of a guitar payer, banjo player, and accordion player, performs as a group of middle-aged people dance on the dance floor.",The band is performing at a hospital benefit.
neutral,Two men in a boat are casting a yellow net into the water,The men are trying to catch shrimp.
neutral,Two men are jumping outside on concrete.,Two men are jumping outside on broken concrete.
neutral,A baseball player is holding a bat.,The man will hit a ball.
neutral,An artist in an gray t-shirt is carving on his white serpentine shaped sculpture.,An artist is preparing for an upcoming show
neutral,Two men in hats and orange uniforms are shoveling snow.,The gentlement are about to complete their icy task.
neutral,A person climbing a large moss-covered rock,A guy wants to get on top of a rock in order to get a better view.
neutral,The blue vehicle has a lot of cargo stacked on the roof.,The vehicle has a luggage rack
neutral,a woman painting her toenails red on the couch,The woman is in the process of giving herself a complete pedicure.
neutral,Hamilton football player makes a hard cut.,A player makes an easy cut.
neutral,Group of children in the street.,The children are playing a game.
neutral,A young girl places a small picture into a foam backing.,A young girl frames her art into a foam backing.
neutral,A skier midair during what appears to be a daring flip on a sunny ski slope.,A skier performs a flip in a stunt competition.
neutral,A young girl with light brown hair is opening a present with the help of an older boy with darker brown hair.,A young girl with light brown hair is wrapping a present with the help of an older boy with darker brown hair.
neutral,The woman is preparing a sandwich for a customer.,The woman puts ham on the sandwich.
neutral,Five men wearing black shorts are leaving the starting blocks in a track competition with few spectators.,Five men wearing black shorts leaving the track.
neutral,a man standing in the door of a laundry mat.,A man waits for his clothes to dry.
neutral,Two women and a man are wearing medieval blue and gold robes and red hats are playing wind and brass instruments.,There are two women wearing medieval blue and gold robes at the renaissance fair.
neutral,My date is not coming on time.,date doesnt like him
neutral,a young boy runs for the pond.,The pond is full of frogs
neutral,A white and black dog is jumping into a pool.,A dog playing with other dogs at the pool.
neutral,A newsstand clerk is surrounded by her colorful merchandise.,The store was ready to open for business.
neutral,A man is stretching on a walkway next to a bridge.,He stretches before continuing on his run.
neutral,Four women interact at a conference.,A meeting room is nearby.
neutral,A man playing ball at sunset.,A man is playing by himself.
neutral,A large gathering of people partying on boats.,The people are drunk.
neutral,"A woman in a pick shirt is holding a shovel near a woman in brown sweeping, while a third woman sits on a stoop.","Three ladies are working, hanging out and getting drunk."
neutral,A person reads a paper with two people standing next to her in front of a group.,A person reads a speech while two people and group look on.
neutral,Three football players are in action on the field,Three football players are actively playing defense in a game.
neutral,The silhouette of a person jumping in the air during a sunset.,A girl is jumping on a trampoline late in the evening.
neutral,A person wearing a red coat snowboards down a snowy hill.,A person is happily wearing a red coat
neutral,Children in a green classroom are raising their hands.,Children are raising their hands in a green classroom to protest the ugly color.
neutral,"Small boy reaching for blue bar in play area, another child in background.",Some children are using a jungle gym.
neutral,A person is being lifted out of the water with an old lifter.,A person is being lifted out of the water with an old lifter because the boat capsized
neutral,A red tree standing in front of a white building with a white Range Rover parked beneath it.,A man has parked his Range Rover and gone inside the house.
neutral,Children playing different instruments.,Two children play the oboe.
neutral,A blond man puts up a tent.,A man pitches a tent on the beach.
neutral,A barefooted man with no shirt on is playing a guitar.,A man with no shirt playing music for money on a street corner.
neutral,A female wear a headdress is weaving a rug.,A female in a headdress is sewing a rug to sell at the market
neutral,A man holds a baby who is holding eyeglasses.,A man holds a baby who is holding eyeglasses as he rocks the baby to sleep
neutral,A woman with short blond-hair holds her violin and bow.,A teacher is showing her class an instrument.
neutral,Two gentleman standing outside a Smoothies& Bubble Tea vendor.,Two man standing outside  a smoothies&bubble tea vendor while a girl passed by
neutral,A girl in a very short black dress and tall black boots standing in front of a table with jewelry for sale.,The girl is selling jewelry.
neutral,"A man in a leather apron who appears to be a blacksmith holds up a glowing hot piece of iron which he is working on with the hammer in his right hand, the forge fire conspicuous in the background.",a blacksmith is making a sword
neutral,An older man in a black hat and red shirt is talking with a woman.,The woman is his daughter
neutral,Two men play the violin with a blurred music stand and another violinist's hand in the foreground.,the men are musiciians
neutral,A man walking down stairs.,He is going somewhere.
neutral,A small girl is going to the school.,A child is going to religious school
neutral,"Woman wearing blue shirt and white shorts, taking photo of two dogs; one is a white poodle on a green leash, the other a brown hound mix breed on a neon pink leash.",A woman is taking photos of two dogs that are being walked by one person.
neutral,A man sitting with a lot of rugs around him.,A merchant is selling his rugs at the marketplace.
neutral,A dog is running through a field with its tongue hanging out.,The dog is hot and thirsty.
neutral,A little child with a red cap and a duck are in the grass.,A child chased a duck through the grass.
neutral,A crowd of people are at a seafood market.,The people are looking for salmon filets.
neutral,A man in a white shirt with a child on his shoulders.,The man is the child's uncle.
neutral,A lady dressed in a peacock outfit at a parade.,The lady is part of the parade.
neutral,Two guys dressed in white play Cricket.,Two guys are professional Cricket players.
neutral,A girls' soccer team huddles together.,the girls team is talking about their strategy
neutral,A woman biking along a trail surrounded by various plants.,A woman is biking on a nature study.
neutral,A person holding a wooden instrument with detailed carvings.,While holding a wooden instrument with carvings a man observes the details
neutral,A woman dressed in black is playing the violin in front of some artwork.,A woman playing a concert.
neutral,The girl in the pink sweater is playing with a camera whilst being watched by the woman on the couch,The mother and daughter are playing after the girls birthday party.
neutral,"Two little kids dressed up as pirate, and both have swords.",They are in a play about pirates.
neutral,An Asian fisherman sits in his boat.,An Asian fisherman is fishing for his daily catch.
neutral,"A brown, wet dog shaking off the water.",The dog is tired.
neutral,"A person wearing a maroon vest is swallowing a sword, while a man looks on from the back.",The man watches and claps.
neutral,Metal supports make a repeating X shape along the walls of the station.,The repetition of the shapes provide greater support to the station.
neutral,Three people are in a dimly lit room with gold walls decorated with red ovals and black lettering.,Some people are in their home.
neutral,a big white dog jumps on a small dog.,A white dog attacks a smaller dog.
neutral,One man in all black helping with an arm tattoo of a blond woman wearing lingerie and a fur stole.,a man helps a woman at a fashion show
neutral,A woman in a red shirt looks very happy next to a man playing a guitar in a very futuristic setting while a camera records them both.,A man and woman on a tv set for a movie set in the future.
neutral,A man in a blue shirt eating on a deck outside.,The man is eating on a deck at his house.
neutral,A man and woman embracing each other passionately on the crowded streets of a city.,The man and woman are in love.
neutral,A man on a bike with a dog on a leash.,There is a dog pulling a man on a bike.
neutral,A German shepherd and a tan dog are fighting.,A police dog is being interfered with by a perpetrators dog.
neutral,Spices and other goods are being put in display in what appears to be a local village shop.,The local shop has plenty of rare spices for sale.
neutral,A blond woman wearing jeans is reading on a bench.,A woman reads her favorite book on a park bench.
neutral,People watch a group of runners on the street.,There are fifty people running on a street.
neutral,Man and woman crossing the street at dusk.,A husband and a wife are enjoying a leisurely stroll in the evening.
neutral,A man with a camera and a bookbag walking down a street.,A man is taking pictures as he walks down the street.
neutral,A man wearing a black shirt sings and plays a guitar.,A man in a black shirt sings amazing grace with a guitar solo.
neutral,"A blond girl with an instrument on her back wearing a gray tank top, gray shorts and ripped nylons with a bike.",A girl is going to ride her bike to practice.
neutral,A woman wearing a pink sweater and eyeglasses is wiping a wooden table with a pink sponge.,A cleans up a milk spill.
neutral,A man and are playing cards but the man has thrown some cards in the air,The man throwing the cards is angry.
neutral,Two men in orange jumpsuits are walking down a cobbled road.,"The men are escaping convicts, trying to get to the Mexican border."
neutral,A man is roping a bull in a rodeo while others in cowboy hats watch.,A man ropes a bull at a country rodeo.
neutral,Several men dressed in white and red and building sand castles at the beach.,The men are getting sunburnt at the beach.
neutral,Several female athletes high-five each other during a competition.,The girls are olympians.
neutral,A woman and her little girl in a pink dress standing by the yellow curb with her packages in front of her.,a woman is sending packages
neutral,A Muslim is watching an outdoor event next to a woman with a umbrella.,A person is sitting next to a woman with an umbrella while they watch a soccer game.
neutral,A young boy standing in an outdoor fountain watches a girl on a bicycle.,A young boy is embarrassed and doesn't want the girl to see him in the fountain.
neutral,An infant is laying on a hammock while a hand reaches out to his right leg to prevent him from falling,A mother rocks her child in a hammock.
neutral,a family takes a ride on a yellow boat.,A family takes a ride to a carnival in a yellow boat
neutral,A group of musicians and performers entertain with Spanish music in an outdoor area.,A group of musicians play at an exclusive event.
neutral,A man in a plaid shirt wields an accordion while chatting to a couple of friends on a busy sidewalk.,A man and some friends are talking.
neutral,People are standing around inside and one of them is wearing a fedora and a striped zip hoodie,Tall humans standing
neutral,A man is standing in front of a microphone at a podium,the man is the valedictorian of his class
neutral,A yellow dog is jumping across a grassy yard in front of a wooden deck.,A yellow dog is near a house.
neutral,A black boxer has just landed hit with his left glove on the cheek of a white boxer.,The black boxer wins the match.
neutral,A man is sitting on a black and brown dog.,The man and the dog are relaxing.
neutral,A closeup of a brown dog in front of a building.,The dog is waiting for his owner.
neutral,"There is a man wearing construction gear, standing next to a bulldozer that is picking up rubble and debris.",The man is tearing down a bridge.
neutral,A man with red shirt and black hat stares at another man.,A man is standing up and looking at a man who is sitting.
neutral,A rock climber rappels down a sheer rock face with a view of snow covered mountains in the background.,The outdoors challenges this rock climber
neutral,"A boy in speedos, wading through a lake.",Someone is present in the lake.
neutral,Black and white photo of a girl with short shorts running in the rain with a hoodie on.,A photo of a young girl running in the rain.
neutral,A woman in a jacket walks on the beach in someone's footprints while holding her shoes in her hands.,The woman is on a morning run.
neutral,A team stands on a field while fans sit in the audience and some men in suits get their pictures taken.,"A team stands and waits to meet the owners of the team, who are getting their pictures taken in suits."
neutral,A crowd of people walking.,A group of people walking down a city street.
neutral,Man in black wetsuit on his surfboard riding a blue wave with the beach and onlookers in the background.,He is famous.
neutral,Three dogs play in the grass.,the dogs chase each other in the grass
neutral,Young boy turning a crank in the street.,A boy is running a flag up a pole.
neutral,A woman looking at her shopping list in a grocery store.,A woman checks the items in her cart against the list she brought with her to ensure she hasn't forgotten anything.
neutral,A man fiddles with a shopping bag outside near a shopping cart.,A man removes his shopping bag from his shopping cart.
neutral,Several individuals in white leotards and climbing gear are hooked together in a vertical human chain.,It looks like individuals in leotards prepare to perform a dangerous stunt.
neutral,Two men are underground and appear to be mining.,The men are at work in the mines.
neutral,Two men in hard hats on the roof of a building that is under construction.,Two men working on a building are almost done with it.
neutral,A man next to a bike with a flag attached trying to get the attention of others around him.,The man is wearing pants.
neutral,A child rides the back of a wooden pull cart.,A boy rides on the back of a wooden pull cart.
neutral,A mustachioed man sits as two boys stand on either side of him at the entrance to an alley.,A mustachioed man in a suit sits as two boys stand on either side of him at the entrance to an alley.
neutral,Two women in an arena boxing with a man in the background watching them.,A man films a soft core porn about foxy boxing.
neutral,A mountain climber stops for a drink.,a mountain climbing man stops for an alcoholic beverage
neutral,Two runners waving as they finish a race.,The two have tied for first place.
neutral,A group of children standing in a lake in shoulder high water while one boy is balancing on the shoulders of two other boys.,A group of kids are in a lake with shoulder high water and a boy is about to fall.
neutral,The dog carries a stick and jumps over a log in the woods.,the dog is out for a walk with it's owner
neutral,A blond-haired boy sits on a bus while gazing out the window towards an intersection in a city.,The boy is bored.
neutral,Two men jumping on a rock wall,Two men jumping on rock wall while laughing.
neutral,two people leaning over a green railing with the ocean in the background,Two people are discussing the heat death of the universe by the ocean.
neutral,A hiker discovers a feature in an otherwise barren landscape.,A hiker is exploring a new country
neutral,A male drummer wearing sunglasses and a yellow t-shirt bangs on a conga hand drum during a street festival.,The male is playing the conga outdoors.
neutral,"An old man, wearing a black beret and a black and red jacket, rides a pony in a desolate mountain location.",The old man is a tour guide for the mountainside.
neutral,"A young boy looks up towards the camera, while standing next to a calm stream.",He is posing for the picture.
neutral,A man is using spray paint on a wall mural.,A guy is painting a mural for a buddy.
neutral,"Two men, one wearing a straw cone hat, blue shirt, talking with a guy in a tan sunhat, red plaid shirt, both with baskets in front of them, sitting on the side of a dirt road.",two asian men wait along a roadside
neutral,A group of people are sitting around a campfire at night.,Some people are roasting marshmallows on a campfire.
neutral,"A baby, wearing a yellow outfit, is yawning with their mouth wide open.",A baby is ready for a nap.
neutral,A mime performing on stage holds a ukulele (mandolin?).,The mime seems unconcerned that making music may be considered a form of mime-cheating.
neutral,A father and son are enjoying wide open fields.,Tall humans enjoying fields
neutral,A man is loading his dishwasher.,A man loads a dishwasher after the dinner party.
neutral,"A group of people walking through an alley along a cobblestone street, between two buildings.",A group of people walking through an old alley.
neutral,The man is standing behind his opened back hatch of his vehicle.,A man puts something into the back of his car
neutral,A woman grilling chicken and veggies.,She is cooking for her husband.
neutral,A man running for competition.,The man is training for the Boston City Marathon.
neutral,"A Drayton Manor Theme Park roller coaster is shown accelerating downwards vertically on a red colored track with several visible people making either happy, excited or scared faces.",The roller coaster is packed with riders.
neutral,some is waiting at a bus stop station,Problem. see below
neutral,A young woman is dressed in medieval attire and is holding an axe while leaning on a tree.,A woman on her break from the Renaissance Fair.
neutral,A gorup of boys are playing with a ball in front of a large wooden door.,Boys playing basketball by the barn.
neutral,Woman in a pink bikini leaping on the beach on a clear day while two children play by the water.,The two children in the water are the kids of the woman.
neutral,A young boy in a blue golf shirt and khaki shorts is practicing his gold swing.,A boy is playing outdoors
neutral,"A girl, wearing white shorts and a green top, is swinging on a rope swing and there is a large red building in the background.",A girl will fall from a rope swing.
neutral,A woman with black hair and jewelry on her left hand and arm typing on a keyboard.,The woman is writing her will.
neutral,"An older woman with arm crutches is dressed in white and going through her white purse in front of a poster that reads ""Lack of money is the root of all evil.""",A woman with crutches is dressed in white going through her purse looking for her money.
neutral,Rodeo rider on charging bull.,Rodeo rider is about to fall off the bull.
neutral,A band member holding his brass instrument.,A man is playing his trumpet in the band.
neutral,A man smiling with a beer in his hand.,A man has had 6 beers already.
neutral,Six dogs walking beside the beach.,Six dogs walking beside the water.
neutral,A beautiful city shot with a fountain and a lady sitting on some steps.,A woman is sitting on the steps of a fountain eating food.
neutral,A video camera recording an orchestra.,the performance will be on tv
neutral,An attractive girl with a cigarette in one hand leaning over and showing lots of cleavage.,A cute girl flirts with someone
neutral,A man going over a jump on his bike with a river in the background,A man at riverside performing for others.
neutral,A guy with a mop in hand is standing on a blue covered stage with a carnival ride in the background.,A tall human standing
neutral,A lady with short hair wearing a black jacket leaned against a lamp post outside a building.,there is a woman smoking outside
neutral,Two people are riding bikes beside train tracks.,Two people compete to see if they can get as fast as the train.
neutral,A man is holding a crying baby.,"A man is holding his sick, crying child."
neutral,A woman with long dark hair is scratching her forehead.,A sad woman with long dark hair is scratching her forehead.
neutral,A group of girls climb up a snowy hill.,A group of fat girls climb up a snowy hill.
neutral,A businessman in a suit is talking on his cellphone while sitting on a white bench.,A man is talking to his wife.
neutral,"A girl in a pink shirt and blue jeans sitting on a black chair is holding a small object in her right hand above her head and looking at a container with several similar objects in it, while an Asian man in a blue shirt smiles at her while standing in the background.",A girl is looking for bugs in a container.
neutral,A boy is performing a trick on his skateboard beneath white clouds and a blue sky as four sitting guys watch him.,A boy is trying to impress the four guys.
neutral,A man sits on the sidewalk while repairing a bike.,A man sitting on the sidewalk repairing the handlebars of his bike after they bent.
neutral,Two men stand on the deck of a speedboat which is labeled on the side with the word' Maritimo.',"Two men are standing on a green speedboat labled ""Maritimo."""
neutral,A woman wearing a blue blouse and a blue jeans is riding in a bicycle,Someone is biking down the street.
neutral,A woman is standing in front of a large clothes dryer and folding a bed sheet.,A woman doing laundry for her entire ungrateful family who never do anything for her.
neutral,A woman is making a funny face while playing a board game.,A woman plays a board game with her family.
neutral,A blond woman in a blue low-cut top at a bar or restaurant is looking at a man.,A woman propositions a man at the bar.
neutral,a basketball player defends another player.,jordan gets blocked
neutral,A female is standing with two males talking to them.,THe males are talking
neutral,A group of buildings with asian writing on them and people walking about out front.,a group of power walkers amid asian buildings
neutral,a young ninja jumps into the air.,There is someone fighting.
neutral,A woman wearing a tank top and smoking a cigarette.,The tank top has spaghettie straps.
neutral,A small child in a red coat points to a handbag in a shop window.,A child is seen pulling their mom towards an accessory they wants.
neutral,A couple is pushing a cart full of produce items down a busy street.,A married couple is pushing a cart full of produce items down a busy street.
neutral,A man sitting down with this head resting on his fists next to a man with his eyes closed and his together with dough sitting on a table in front of them both.,Two best friends sit next to each other with dough in front of them
neutral,A man and woman sitting in chairs next to a turquoise truck.,A man and woman are watching the truck.
neutral,three asian people standing on a sidewalk with a street scene in the background,Three people are standing and having a conversation in a big city with traffic behind them.
neutral,"An old women, wearing a dark blue vest, holds a baby in her arms.",The infant is the grandchild of the woman.
neutral,"Shirtless man wearing rollerskates in a large crowd with a sweat towel that reads ""just love me"".",A shirtless man skates through a crowd of all women.
neutral,Three college age men jump up in the air with a green lawn underneath them.,The men are trying to catch a football.
neutral,"A woman looking up towards a wide ring, she is holding over her head, a drink in her other hand.",The woman is shielding her eyes and holding a drink.
neutral,"A man, dressed in white, plays the piano and sings on stage.",A well dress man is giving a concert.
neutral,A police officer is watching a marathon.,An officer of the law is making sure no one interferes with the marathon.
neutral,A person skis down a snowy hill.,A person skis poorly.
neutral,A young boy about to hit a ball with a baseball bat.,He likes to be the batter when he is playing baseball.
neutral,A man with the mark of heavy age checks his document thoroughly.,An old man checks his will for errors.
neutral,The child stand on the seat of his trike in the park.,the child was trying to stand taller on his tricycle.
neutral,A group of motorcycle riders gather on a street.,A group of all female motorcycle riders are standing in the street.
neutral,Man in an orange blanket sleeps on the street.,The homeless man had one orange blanket.
neutral,A child is playing on a swing set.,The toddler with blond hair is swinging high in the air.
neutral,A shirtless man in a blue hat and sunglasses runs waist-deep through a large body of water.,The man is in the ocean
neutral,Three men relaxing on a bench.,Men are rubbing each others shoulders while sitting on a bench.
neutral,A man playing a handmade drum set in the snow trying to collect spare change.,The man is homeless.
neutral,"Two little girls are playing in their house, one is on the floor grinning evilly wearing pink pajamas and the younger one is standing over her wearing a hairnet and mask and purple pajamas.",The girls are trying to suprise each other.
neutral,A young man poses for a pictures while standing in front of a pond.,He is having his graduation picture taken at the pond.
neutral,"Kite surfers are surfing in a shipping harbor on a clear windy day, in the background is a snowcapped mountain.",surfers show off for girls
neutral,A woman wearing sunglasses is laying her head on a backpack like a pillow.,A woman rests her head on her backpack.
neutral,"Musicians dressed in red and white shirts and khaki pants, performing at a sports arena.","A band is playing to a sold out crowd of 80,000 people."
neutral,"Two football teams, one wearing yellow and green and the other white and black, grapple over the football while playing the game on a field.",The teams are playing in a bowl game.
neutral,A black and white dog with a chunk of snow it its mouth while walking on a snowy surface.,A dog is eating some snow.
neutral,Three children inspecting their disposable cameras.,children looking at their cameras trying to figure out how they work
neutral,An old man holds up a small boy's hands as the child prepares to swim.,A grandfather spends time with his grandson.
neutral,A waiter displaying a fine meal to a customer.,The waiter lifts the lid off of the lobster to present it to the fine diners
neutral,A young man and woman are standing close together in a shadow in an alley.,Two people were hiding in the shadows down the dark alley.
neutral,A brown dog appears to be operating a computer.,A dog who enjoys posing for his master.
neutral,A man in a red jacket is riding a white horse through a street.,A jockey parading a winning horse through town
neutral,A man in a black shirt and cap playing piano.,A musician in a black shirt and tie is playing the piano.
neutral,A smiling child wearing a white t-shirt with stripes and skull and crossbones is swinging.,White is the child's favorite color.
